Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Age,Gender,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
ORD-2022-006025,2022-02-14,2022-02-16,Second Class,CUST-00353,Nancy Taylor,40.0,Female,Consumer,United States,Houston,Texas,58475.0,Central,PRD-1787,Technology,Copiers,Scanner Pro,651.25,2,0.05,106.23
ORD-2022-003332,2022-02-14,2022-02-15,First Class,CUST-00319,Chen Singh,58.0,Male,Consumer,United States,Nashville,Tennessee,79160.0,South,PRD-3082,Furniture,Chairs,Executive Leather Chair,837.29,5,0.15,-34.32
ORD-2022-003972,2022-02-14,2022-02-19,First Class,CUST-00310,Rahul Khan,70.0,Female,Consumer,United States,Newark,New Jersey,22773.0,East,PRD-5556,Technology,Machines,Inkjet Printer,1876.53,6,0.1,94.95
ORD-2022-006941,2022-02-14,2022-02-16,First Class,CUST-00273,Susan Brown,21.0,Female,Consumer,United States,Charlotte,North Carolina,98040.0,South,PRD-8658,Furniture,Tables,Round Table,1701.06,7,0.0,153.33
ORD-2022-009779,2022-02-14,2022-02-18,Same Day,CUST-01273,Sofia Davis,52.0,Male,Corporate,United States,Los Angeles,California,81358.0,West,PRD-8658,Furniture,Tables,Round Table,1257.19,5,0.0,106.27
ORD-2022-008079,2022-02-14,2022-02-17,Standard Class,CUST-00702,Robert Costa,54.0,Female,Consumer,United States,Philadelphia,Pennsylvania,55060.0,East,PRD-3299,Furniture,Furnishings,Wall Clock,164.95,5,0.4,-25.25
ORD-2022-000603,2022-02-15,2022-02-21,First Class,CUST-00439,Joseph Iyer,19.0,Male,Home Office,United States,Philadelphia,Pennsylvania,24001.0,East,PRD-6287,Technology,Machines,Label Printer,1239.08,4,0.0,140.01
ORD-2022-004858,2022-02-15,2022-02-18,Second Class,CUST-00345,James Anderson,64.0,Male,Consumer,United States,Detroit,Illinois,32042.0,Central,PRD-5556,Technology,Machines,Inkjet Printer,300.92,1,0.1,30.58
ORD-2022-009373,2022-02-15,2022-02-20,Second Class,CUST-00422,James Müller,46.0,Male,Consumer,United States,Newark,New York,43287.0,East,PRD-5556,Technology,Machines,Inkjet Printer,1459.12,5,0.0,313.48
ORD-2022-001504,2022-02-15,2022-02-19,Standard Class,CUST-00934,Thomas Thomas,48.0,Male,Corporate,United States,New York City,New Jersey,29597.0,East,PRD-6287,Technology,Machines,Label Printer,629.12,3,0.4,-30.76
ORD-2022-007966,2022-02-15,2022-02-16,Second Class,CUST-00175,Nancy Smith,63.0,Male,Corporate,United States,Detroit,Illinois,88866.0,Central,PRD-8628,Office Supplies,Paper,Notebook Set,12.37,1,0.1,1.98
ORD-2022-004895,2022-02-17,2022-02-18,Second Class,CUST-01088,Robert Martinez,35.0,Female,Home Office,United States,New York City,New Jersey,65794.0,East,PRD-1922,Technology,Accessories,Wireless Mouse,266.37,7,0.2,21.95
ORD-2022-002090,2022-02-17,2022-02-18,Standard Class,CUST-00952,Karen Iyer,60.0,Female,Home Office,United States,Newark,New Jersey,72268.0,East,PRD-2118,Office Supplies,Art,Color Pencil Box,78.21,6,0.15,11.95
ORD-2022-002115,2022-02-18,2022-02-22,First Class,CUST-01021,Arjun Miller,22.0,Female,Consumer,United States,San Francisco,Nevada,10732.0,West,PRD-9562,Office Supplies,Art,Sketch Pad,33.86,2,0.05,7.73
ORD-2022-005364,2022-02-18,2022-02-21,Standard Class,CUST-01228,David Jones,63.0,Male,Corporate,United States,Boston,New York,64642.0,East,PRD-2676,Furniture,Chairs,Mesh Office Chair,1372.83,7,0.0,158.04
ORD-2022-001860,2022-02-18,2022-02-20,Standard Class,CUST-00082,Linda Kim,57.0,Male,Consumer,United States,Los Angeles,California,70980.0,West,PRD-4226,Office Supplies,Storage,Storage Box,303.71,6,0.15,21.66
ORD-2022-009306,2022-02-18,2022-02-23,First Class,CUST-00200,Robert Miller,24.0,Female,Consumer,United States,Los Angeles,Nevada,23858.0,West,PRD-5046,Technology,Phones,Cordless Phone,1914.86,5,0.05,361.11
ORD-2022-001779,2022-02-19,2022-02-24,Standard Class,CUST-00179,John Miller,51.0,Male,Home Office,United States,Charlotte,Tennessee,54134.0,South,PRD-7563,Office Supplies,Binders,Clipboard,38.95,2,0.05,6.97
ORD-2022-003990,2022-02-19,2022-02-25,Standard Class,CUST-00069,Fatima Anderson,24.0,Male,Home Office,United States,Chicago,Ohio,83893.0,Central,PRD-3712,Technology,Accessories,Webcam,114.04,3,0.3,-1.5
ORD-2022-001582,2022-02-19,2022-02-24,Standard Class,CUST-00612,Richard Silva,51.0,Male,Corporate,United States,Columbus,Texas,72689.0,Central,PRD-3082,Furniture,Chairs,Executive Leather Chair,141.15,1,0.05,14.94
ORD-2022-009600,2022-02-19,2022-02-25,First Class,CUST-01088,Robert Martinez,35.0,Female,Consumer,United States,Los Angeles,Nevada,94998.0,West,PRD-3705,Office Supplies,Paper,Sticky Notes Pack,52.88,5,0.0,13.11
ORD-2022-009129,2022-02-19,2022-02-21,First Class,CUST-00325,Charles Khan,51.0,Male,Consumer,United States,Seattle,Washington,19388.0,West,PRD-5556,Technology,Machines,Inkjet Printer,188.63,1,0.2,19.28
ORD-2022-005353,2022-02-19,2022-02-24,Standard Class,CUST-00177,Charles Park,51.0,Female,Consumer,United States,Atlanta,North Carolina,60499.0,South,PRD-2118,Office Supplies,Art,Color Pencil Box,26.49,2,0.15,0.94
ORD-2022-002442,2022-02-19,2022-02-20,Standard Class,CUST-00615,Mary Thomas,31.0,Female,Consumer,United States,New York City,New York,67605.0,East,PRD-1787,Technology,Copiers,Scanner Pro,1750.91,4,0.05,353.68
ORD-2022-003453,2022-02-20,2022-02-25,First Class,CUST-00626,Linda Silva,49.0,Male,Corporate,United States,Los Angeles,Oregon,35323.0,West,PRD-5358,Furniture,Bookcases,Metal Bookcase,449.39,3,0.05,35.97
ORD-2022-005855,2022-02-20,2022-02-26,Standard Class,CUST-00950,Joseph Costa,70.0,Male,Consumer,United States,Atlanta,North Carolina,55844.0,South,PRD-3207,Furniture,Furnishings,Desk Lamp,39.73,1,0.3,-2.0
ORD-2022-002761,2022-02-20,2022-02-26,Standard Class,CUST-00385,Susan Garcia,18.0,Other,Home Office,United States,Chicago,Illinois,27743.0,Central,PRD-3917,Furniture,Bookcases,Oak Bookcase,136.42,1,0.0,15.67
ORD-2022-009611,2022-02-20,2022-02-21,Standard Class,CUST-00390,Sofia Silva,50.0,Male,Consumer,United States,Nashville,Florida,12003.0,South,PRD-3280,Technology,Copiers,Desktop Copier,336.44,1,0.1,12.47
ORD-2022-004735,2022-02-20,2022-02-22,Second Class,CUST-00539,Rahul Brown,56.0,Female,Corporate,United States,Newark,New Jersey,89965.0,East,PRD-8628,Office Supplies,Paper,Notebook Set,70.84,7,0.2,5.12
ORD-2022-009386,2022-02-21,2022-02-24,Standard Class,CUST-00666,Rahul Miller,23.0,Male,Consumer,United States,Philadelphia,Massachusetts,22947.0,East,PRD-8154,Furniture,Tables,Conference Table,1975.79,7,0.05,116.82
ORD-2022-001242,2022-02-21,2022-02-26,Standard Class,CUST-00159,Thomas Müller,35.0,Female,Consumer,United States,San Francisco,California,58875.0,West,PRD-6472,Furniture,Chairs,Recliner,1134.19,6,0.15,1.54
ORD-2022-006199,2022-02-21,2022-02-22,Standard Class,CUST-01149,Nancy Costa,65.0,Female,Corporate,United States,Los Angeles,California,34672.0,West,PRD-5046,Technology,Phones,Cordless Phone,2265.74,7,0.05,177.53
ORD-2022-005166,2022-02-21,2022-02-27,Standard Class,CUST-01304,Susan Williams,31.0,Male,Corporate,United States,Nashville,Georgia,75304.0,South,PRD-8154,Furniture,Tables,Conference Table,1994.39,7,0.05,176.41
ORD-2022-009508,2022-02-21,2022-02-23,Standard Class,CUST-00121,James Johnson,68.0,Male,Corporate,United States,Philadelphia,New York,20633.0,East,PRD-5039,Office Supplies,Labels,Address Labels,82.83,7,0.05,20.48
ORD-2022-007934,2022-02-21,2022-02-23,Standard Class,CUST-01292,Arjun Brown,47.0,Male,Consumer,United States,Houston,Ohio,79123.0,Central,PRD-8154,Furniture,Tables,Conference Table,1785.46,7,0.0,238.54
ORD-2022-001717,2022-02-21,2022-02-23,Standard Class,CUST-01355,Michael Nair,69.0,Female,Corporate,United States,Boston,Massachusetts,63422.0,East,PRD-8369,Office Supplies,Paper,A4 Paper Ream,68.33,7,0.1,15.73
ORD-2022-001411,2022-02-21,2022-02-26,Second Class,CUST-00635,Karen Rodriguez,69.0,Female,Corporate,United States,Nashville,North Carolina,26786.0,South,PRD-8369,Office Supplies,Paper,A4 Paper Ream,88.2,7,0.15,9.73
ORD-2022-008655,2022-02-23,2022-03-01,Same Day,CUST-01247,Wei Brown,54.0,Female,Corporate,United States,Philadelphia,Pennsylvania,32957.0,East,PRD-5046,Technology,Phones,Cordless Phone,1811.78,7,0.1,156.22
ORD-2022-007852,2022-02-23,2022-02-25,Second Class,CUST-00511,Thomas Khan,36.0,Female,Consumer,United States,New York City,Massachusetts,86273.0,East,PRD-2830,Office Supplies,Storage,File Cabinet,234.39,4,0.1,29.95
ORD-2022-009784,2022-02-23,2022-03-01,Standard Class,CUST-00463,Sofia Khan,55.0,Female,Consumer,United States,Miami,Tennessee,70881.0,South,PRD-5039,Office Supplies,Labels,Address Labels,61.38,7,0.0,14.91
ORD-2022-003211,2022-02-23,2022-03-01,First Class,CUST-00860,Nancy Khan,41.0,Female,Corporate,United States,Miami,Georgia,21712.0,South,PRD-9562,Office Supplies,Art,Sketch Pad,9.68,1,0.3,-0.15
ORD-2022-002439,2022-02-23,2022-02-24,Standard Class,CUST-00620,Yuki Johnson,62.0,Female,Consumer,United States,Nashville,Florida,50257.0,South,PRD-5046,Technology,Phones,Cordless Phone,1950.24,6,0.0,243.17
ORD-2022-008444,2022-02-23,2022-02-24,Standard Class,CUST-00602,Sarah Wilson,61.0,Female,Consumer,United States,Philadelphia,New York,34492.0,East,PRD-9562,Office Supplies,Art,Sketch Pad,127.98,7,0.0,12.77
ORD-2022-008562,2022-02-23,2022-02-26,Standard Class,CUST-01361,Yuki Müller,49.0,Male,Consumer,United States,Nashville,Florida,95710.0,South,PRD-3082,Furniture,Chairs,Executive Leather Chair,333.78,2,0.05,45.95
ORD-2022-007067,2022-02-23,2022-02-28,Standard Class,CUST-00459,Arjun Moore,57.0,Female,Consumer,United States,Philadelphia,New York,80859.0,East,PRD-5623,Office Supplies,Labels,Label Maker Tape,27.96,3,0.0,4.79
ORD-2022-005002,2022-02-24,2022-03-02,Standard Class,CUST-01083,Richard Iyer,24.0,Female,Consumer,United States,New York City,New Jersey,93539.0,East,PRD-4786,Furniture,Bookcases,Corner Bookshelf,250.84,2,0.15,-9.59
ORD-2022-006450,2022-02-24,2022-03-02,Standard Class,CUST-00023,Rahul Thomas,34.0,Female,Home Office,United States,San Francisco,California,81554.0,West,PRD-2795,Technology,Machines,Laser Printer,1410.48,5,0.1,254.37
ORD-2022-004915,2022-02-24,2022-02-25,First Class,CUST-01097,Sofia Rodriguez,59.0,Female,Consumer,United States,Houston,Michigan,39033.0,Central,PRD-8369,Office Supplies,Paper,A4 Paper Ream,30.31,3,0.0,6.28
ORD-2022-009578,2022-02-24,2022-02-25,Standard Class,CUST-00335,Wei Wilson,40.0,Male,Consumer,United States,Newark,Pennsylvania,14814.0,East,PRD-8628,Office Supplies,Paper,Notebook Set,11.07,1,0.05,2.63
ORD-2022-008915,2022-02-24,2022-02-28,Standard Class,CUST-00276,Nancy Singh,37.0,Male,Corporate,United States,Columbus,Illinois,93195.0,Central,PRD-8628,Office Supplies,Paper,Notebook Set,24.39,2,0.15,3.12
ORD-2022-001315,2022-02-24,2022-02-28,Standard Class,CUST-00066,Linda Nair,35.0,Female,Consumer,United States,Houston,Michigan,64241.0,Central,PRD-1098,Technology,Phones,Phone Case,2278.87,7,0.2,65.16
ORD-2022-004636,2022-02-25,2022-02-28,Standard Class,CUST-01012,Chen Martinez,33.0,Female,Home Office,United States,San Francisco,California,74088.0,West,PRD-4226,Office Supplies,Storage,Storage Box,340.57,7,0.0,67.84
ORD-2022-003000,2022-02-25,2022-02-27,Second Class,CUST-00139,Joseph Kim,,Male,Consumer,United States,Charlotte,North Carolina,34196.0,South,PRD-3705,Office Supplies,Paper,Sticky Notes Pack,42.06,3,0.0,8.92
ORD-2022-000174,2022-02-25,2022-03-03,Second Class,CUST-01382,Mary Iyer,54.0,Male,Consumer,United States,San Francisco,Nevada,81747.0,West,PRD-5248,Office Supplies,Art,Marker Set,122.66,7,0.0,27.21
ORD-2022-003009,2022-02-25,2022-03-02,Standard Class,CUST-00901,Yuki Anderson,36.0,Male,Consumer,United States,Charlotte,Florida,29877.0,South,PRD-3280,Technology,Copiers,Desktop Copier,1628.18,4,0.2,35.04
ORD-2022-004336,2022-02-25,2022-03-01,Standard Class,CUST-01162,Susan Costa,35.0,Female,Corporate,United States,Chicago,Michigan,77518.0,Central,PRD-5623,Office Supplies,Labels,Label Maker Tape,12.18,1,0.0,3.13
ORD-2022-006751,2022-02-26,2022-02-27,Standard Class,CUST-01243,Yuki Singh,44.0,Female,Consumer,United States,Boston,New York,19657.0,East,PRD-3299,Furniture,Furnishings,Wall Clock,75.25,3,0.4,-8.79
ORD-2022-004963,2022-02-26,2022-03-01,Second Class,CUST-00414,Mary Davis,38.0,Male,Home Office,United States,San Francisco,California,57569.0,West,PRD-5039,Office Supplies,Labels,Address Labels,18.68,2,0.15,0.9
ORD-2022-005260,2022-02-26,2022-02-27,Standard Class,CUST-00978,Charles Moore,19.0,Female,Corporate,United States,Los Angeles,Washington,53940.0,West,PRD-1922,Technology,Accessories,Wireless Mouse,320.26,5,0.0,60.73
ORD-2022-009544,2022-02-26,2022-03-03,Standard Class,CUST-00286,Wei Iyer,60.0,Female,Corporate,United States,Portland,Washington,90811.0,West,PRD-8628,Office Supplies,Paper,Notebook Set,56.63,6,0.05,13.53
ORD-2022-009126,2022-02-26,2022-03-02,Second Class,CUST-00775,Charles Martinez,55.0,Female,Home Office,United States,Los Angeles,Washington,83672.0,West,PRD-2118,Office Supplies,Art,Color Pencil Box,13.08,1,0.2,2.18
ORD-2022-003471,2022-02-26,2022-02-27,First Class,CUST-00063,Diego Thomas,38.0,Female,Corporate,United States,Houston,Illinois,62432.0,Central,PRD-3280,Technology,Copiers,Desktop Copier,2867.07,6,0.05,282.81
ORD-2022-002632,2022-02-26,2022-02-28,Standard Class,CUST-00670,Susan Garcia,38.0,Male,Corporate,United States,Portland,Washington,74412.0,West,PRD-6287,Technology,Machines,Label Printer,567.39,3,0.2,11.65
ORD-2022-004811,2022-02-27,2022-03-04,Second Class,CUST-01285,Michael Taylor,24.0,Female,Consumer,United States,Houston,Michigan,61025.0,Central,PRD-8369,Office Supplies,Paper,A4 Paper Ream,72.84,5,0.0,9.92
ORD-2022-003818,2022-02-28,2022-03-01,Standard Class,CUST-00818,Chen Miller,42.0,Female,Corporate,United States,Charlotte,North Carolina,71686.0,South,PRD-4434,Furniture,Tables,Computer Desk,1420.86,6,0.0,164.29
ORD-2022-006515,2022-02-28,2022-03-06,Standard Class,CUST-01161,William Smith,39.0,Male,Consumer,United States,Houston,Illinois,26689.0,Central,PRD-5248,Office Supplies,Art,Marker Set,118.57,7,0.0,27.1
ORD-2022-003088,2022-02-28,2022-03-01,Same Day,CUST-00687,Fatima Taylor,54.0,Female,Home Office,United States,Detroit,Ohio,52711.0,Central,PRD-2676,Furniture,Chairs,Mesh Office Chair,545.58,3,0.05,46.49
ORD-2022-005248,2022-02-28,2022-03-01,Standard Class,CUST-00479,Sarah Singh,51.0,Other,Consumer,United States,New York City,Pennsylvania,60400.0,East,PRD-4786,Furniture,Bookcases,Corner Bookshelf,554.73,4,0.1,44.21
ORD-2022-001408,2022-02-28,2022-03-05,Same Day,CUST-00768,David Williams,23.0,Male,Corporate,United States,San Francisco,Nevada,33023.0,West,PRD-3207,Furniture,Furnishings,Desk Lamp,256.43,6,0.0,44.51
ORD-2022-007024,2022-02-28,2022-03-05,First Class,CUST-01064,Susan Taylor,38.0,Female,Home Office,United States,Houston,Texas,14448.0,Central,PRD-8218,Technology,Accessories,Mechanical Keyboard,41.84,1,0.2,2.14
ORD-2022-005416,2022-02-28,2022-03-02,Second Class,CUST-00311,Fatima Patel,44.0,Male,Consumer,United States,Columbus,Michigan,54626.0,Central,PRD-1787,Technology,Copiers,Scanner Pro,2836.24,7,0.0,557.2
ORD-2022-007798,2022-02-28,2022-03-01,Standard Class,CUST-00312,Mary Moore,40.0,Male,Home Office,United States,Seattle,Nevada,97118.0,West,PRD-2795,Technology,Machines,Laser Printer,299.29,1,0.2,9.28
ORD-2022-007768,2022-03-01,2022-03-07,First Class,CUST-00499,Priya Kim,46.0,Male,Home Office,United States,New York City,New Jersey,93425.0,East,PRD-1098,Technology,Phones,Phone Case,343.78,1,0.1,35.81
ORD-2022-009110,2022-03-01,2022-03-03,Second Class,CUST-00177,Charles Park,51.0,Female,Home Office,United States,Philadelphia,Massachusetts,70277.0,East,PRD-3299,Furniture,Furnishings,Wall Clock,320.35,6,0.05,36.39
ORD-2022-005570,2022-03-02,2022-03-08,Standard Class,CUST-00883,Ananya Brown,33.0,Female,Consumer,United States,Columbus,Ohio,26013.0,Central,PRD-5081,Office Supplies,Binders,Report Cover,113.21,7,0.1,21.01
ORD-2022-005314,2022-03-02,2022-03-06,Second Class,CUST-00087,Rahul Patel,54.0,Female,Corporate,United States,Boston,Massachusetts,76536.0,East,PRD-1098,Technology,Phones,Phone Case,2380.34,6,0.0,561.05
ORD-2022-002233,2022-03-02,2022-03-05,Second Class,CUST-00675,Jennifer Patel,49.0,Male,Consumer,United States,Columbus,Illinois,81222.0,Central,PRD-1787,Technology,Copiers,Scanner Pro,1496.59,3,0.0,83.4
ORD-2022-000021,2022-03-02,2022-03-08,Second Class,CUST-00727,David Brown,19.0,Male,Consumer,United States,Charlotte,Georgia,99940.0,South,PRD-5248,Office Supplies,Art,Marker Set,78.23,5,0.05,13.99
ORD-2022-004237,2022-03-02,2022-03-08,Standard Class,CUST-00392,Chen Jones,24.0,Male,Consumer,United States,Boston,Pennsylvania,66232.0,East,PRD-8218,Technology,Accessories,Mechanical Keyboard,254.12,6,0.05,41.92
ORD-2022-000492,2022-03-03,2022-03-06,Second Class,CUST-00446,Arjun Singh,56.0,Female,Home Office,United States,Philadelphia,New Jersey,78470.0,East,PRD-2499,Technology,Accessories,USB Hub,388.33,6,0.0,51.61
ORD-2022-007399,2022-03-04,2022-03-08,Standard Class,CUST-01381,Patricia Smith,29.0,Male,Consumer,United States,Philadelphia,New Jersey,20705.0,East,PRD-3299,Furniture,Furnishings,Wall Clock,313.64,7,0.05,37.29
ORD-2022-000553,2022-03-04,2022-03-10,First Class,CUST-00041,Karen Iyer,56.0,Male,Consumer,United States,Portland,Washington,84520.0,West,PRD-2118,Office Supplies,Art,Color Pencil Box,105.58,7,0.05,17.96
ORD-2022-001303,2022-03-04,2022-03-09,Standard Class,CUST-00388,Charles Silva,51.0,Male,Consumer,United States,San Francisco,California,10688.0,West,PRD-4226,Office Supplies,Storage,Storage Box,230.16,4,0.0,39.14
ORD-2022-003378,2022-03-04,2022-03-08,Standard Class,CUST-00161,Wei Khan,42.0,Male,Consumer,United States,San Francisco,Nevada,72367.0,West,PRD-5623,Office Supplies,Labels,Label Maker Tape,34.35,5,0.3,-0.94
ORD-2022-003327,2022-03-04,2022-03-06,Standard Class,CUST-00347,Charles Wilson,65.0,Female,Consumer,United States,Newark,New York,74886.0,East,PRD-5081,Office Supplies,Binders,Report Cover,117.95,6,0.0,29.3
ORD-2022-009777,2022-03-04,2022-03-10,Standard Class,CUST-00135,William Nair,36.0,Male,Consumer,United States,New York City,New York,60719.0,East,PRD-5623,Office Supplies,Labels,Label Maker Tape,16.04,2,0.0,1.83
ORD-2022-008850,2022-03-04,2022-03-05,Second Class,CUST-01215,Arjun Nair,36.0,Male,Consumer,United States,San Francisco,Nevada,30018.0,West,PRD-6287,Technology,Machines,Label Printer,971.74,4,0.0,131.64
ORD-2022-005741,2022-03-04,2022-03-10,First Class,CUST-00320,Wei Singh,70.0,Male,Consumer,United States,Houston,Illinois,73683.0,Central,PRD-6717,Office Supplies,Binders,3-Ring Binder,30.46,2,0.05,6.3
ORD-2022-009542,2022-03-04,2022-03-07,First Class,CUST-00978,Charles Moore,19.0,Female,Consumer,United States,Seattle,Nevada,27914.0,West,PRD-8628,Office Supplies,Paper,Notebook Set,61.28,5,0.05,11.53
ORD-2022-003985,2022-03-05,2022-03-10,Standard Class,CUST-01230,Sarah Smith,26.0,Female,Corporate,United States,Philadelphia,New Jersey,96740.0,East,PRD-2717,Furniture,Tables,Side Table,743.09,4,0.2,12.71
ORD-2022-003761,2022-03-05,2022-03-07,Standard Class,CUST-01332,Fatima Rodriguez,68.0,Male,Corporate,United States,Atlanta,Georgia,60698.0,South,PRD-3917,Furniture,Bookcases,Oak Bookcase,573.28,5,0.1,-25.59
ORD-2022-006063,2022-03-05,2022-03-08,Second Class,CUST-00513,Priya Wilson,58.0,Female,Consumer,United States,Portland,California,26473.0,West,PRD-6803,Furniture,Chairs,Folding Chair,217.67,1,0.05,42.59
ORD-2022-006320,2022-03-05,2022-03-10,Standard Class,CUST-00432,Richard Johnson,30.0,Male,Consumer,United States,New York City,Pennsylvania,14746.0,East,PRD-4700,Office Supplies,Storage,Binder Organizer,65.25,1,0.05,13.44
ORD-2022-000728,2022-03-05,2022-03-07,Second Class,CUST-00054,Diego Martinez,29.0,Female,Home Office,United States,Detroit,Ohio,20644.0,Central,PRD-5081,Office Supplies,Binders,Report Cover,44.58,3,0.3,0.09
ORD-2022-001230,2022-03-05,2022-03-08,Same Day,CUST-00759,Fatima Park,67.0,Female,Corporate,United States,Chicago,Michigan,22129.0,Central,PRD-5039,Office Supplies,Labels,Address Labels,7.36,1,0.4,0.07
ORD-2022-001014,2022-03-05,2022-03-09,Standard Class,CUST-01124,Charles Müller,70.0,Male,Consumer,United States,Nashville,Florida,69631.0,South,PRD-5358,Furniture,Bookcases,Metal Bookcase,387.02,3,0.3,-16.36
ORD-2022-002674,2022-03-05,2022-03-07,Standard Class,CUST-01171,Linda Anderson,29.0,Male,Consumer,United States,Detroit,Illinois,31666.0,Central,PRD-5039,Office Supplies,Labels,Address Labels,38.78,5,0.05,6.88
ORD-2022-003828,2022-03-05,2022-03-09,Standard Class,CUST-00431,Jennifer Smith,58.0,Male,Home Office,United States,Houston,Texas,53152.0,Central,PRD-8628,Office Supplies,Paper,Notebook Set,8.57,1,0.2,0.99
ORD-2022-007723,2022-03-05,2022-03-10,Second Class,CUST-00377,Charles Thomas,27.0,Male,Consumer,United States,Portland,Nevada,26383.0,West,PRD-3299,Furniture,Furnishings,Wall Clock,189.7,5,0.2,-1.31
ORD-2022-007979,2022-03-05,2022-03-06,Second Class,CUST-00762,Linda Moore,63.0,Female,Home Office,United States,Portland,California,52854.0,West,PRD-5039,Office Supplies,Labels,Address Labels,85.52,7,0.05,16.13
ORD-2022-004746,2022-03-06,2022-03-07,Standard Class,CUST-00499,Priya Kim,46.0,Male,Corporate,United States,Portland,Oregon,37942.0,West,PRD-1787,Technology,Copiers,Scanner Pro,3117.26,7,0.15,209.81
ORD-2022-007841,2022-03-06,2022-03-08,Second Class,CUST-01145,Patricia Iyer,45.0,Female,Consumer,United States,Houston,Illinois,18104.0,Central,PRD-9562,Office Supplies,Art,Sketch Pad,91.02,6,0.05,16.93
ORD-2022-000751,2022-03-06,2022-03-09,First Class,CUST-00682,Mary Khan,36.0,Female,Consumer,United States,Detroit,Illinois,78853.0,Central,PRD-5358,Furniture,Bookcases,Metal Bookcase,132.74,1,0.3,-7.07
ORD-2022-007530,2022-03-06,2022-03-11,Standard Class,CUST-01339,Robert Williams,63.0,Male,Home Office,United States,Nashville,North Carolina,98416.0,South,PRD-6287,Technology,Machines,Label Printer,1103.73,4,0.0,187.8
ORD-2022-000243,2022-03-06,2022-03-09,Same Day,CUST-00172,Thomas Patel,26.0,Male,Consumer,United States,Los Angeles,Nevada,59990.0,West,PRD-8218,Technology,Accessories,Mechanical Keyboard,309.66,5,0.0,61.62
ORD-2022-001400,2022-03-07,2022-03-09,Standard Class,CUST-00462,Elizabeth Miller,67.0,Female,Home Office,United States,Nashville,North Carolina,51507.0,South,PRD-5248,Office Supplies,Art,Marker Set,82.06,5,0.0,18.21
ORD-2022-006217,2022-03-07,2022-03-08,Standard Class,CUST-00620,Yuki Johnson,62.0,Female,Corporate,United States,Seattle,Washington,37292.0,West,PRD-3280,Technology,Copiers,Desktop Copier,2014.46,6,0.2,182.12
ORD-2022-002886,2022-03-07,2022-03-09,Standard Class,CUST-00895,Jennifer Garcia,56.0,Female,Consumer,United States,Miami,Georgia,93542.0,South,PRD-3082,Furniture,Chairs,Executive Leather Chair,461.85,2,0.0,66.95
ORD-2022-009287,2022-03-07,2022-03-10,Standard Class,CUST-01134,Yuki Singh,43.0,Male,Consumer,United States,Newark,Massachusetts,46718.0,East,PRD-6803,Furniture,Chairs,Folding Chair,328.07,3,0.3,-31.74
ORD-2022-006241,2022-03-07,2022-03-11,Second Class,CUST-00770,Rahul Anderson,58.0,Male,Home Office,United States,San Francisco,Washington,76117.0,West,PRD-3299,Furniture,Furnishings,Wall Clock,269.32,6,0.05,8.68
ORD-2022-007299,2022-03-07,2022-03-08,First Class,CUST-01235,Karen Davis,54.0,Female,Home Office,United States,Seattle,Nevada,15988.0,West,PRD-3299,Furniture,Furnishings,Wall Clock,40.86,1,0.15,-0.4
ORD-2022-003769,2022-03-07,2022-03-10,First Class,CUST-01311,Karen Johnson,43.0,Male,Corporate,United States,Chicago,Illinois,41880.0,Central,PRD-2795,Technology,Machines,Laser Printer,1260.31,4,0.05,133.21
ORD-2022-008470,2022-03-07,2022-03-12,Same Day,CUST-01117,Rahul Davis,60.0,Male,Consumer,United States,Miami,Tennessee,94603.0,South,PRD-2676,Furniture,Chairs,Mesh Office Chair,950.98,6,0.2,-33.76
ORD-2022-002446,2022-03-07,2022-03-08,Standard Class,CUST-00381,Yuki Rodriguez,43.0,Female,Consumer,United States,Nashville,North Carolina,64561.0,South,PRD-6717,Office Supplies,Binders,3-Ring Binder,48.4,3,0.0,12.34
ORD-2022-005015,2022-03-07,2022-03-10,Same Day,CUST-00778,Rahul Garcia,54.0,Female,Home Office,United States,Boston,Massachusetts,34997.0,East,PRD-9562,Office Supplies,Art,Sketch Pad,15.39,1,0.1,1.8
ORD-2022-006123,2022-03-07,2022-03-08,Second Class,CUST-00432,Richard Johnson,30.0,Male,Home Office,United States,San Francisco,Nevada,88774.0,West,PRD-3917,Furniture,Bookcases,Oak Bookcase,973.92,7,0.05,32.0
ORD-2022-004940,2022-03-07,2022-03-08,Second Class,CUST-00328,Yuki Davis,55.0,Female,Consumer,United States,Newark,Pennsylvania,55374.0,East,PRD-2676,Furniture,Chairs,Mesh Office Chair,462.71,3,0.15,14.02
ORD-2022-005207,2022-03-07,2022-03-11,Second Class,CUST-00822,Chen Johnson,60.0,Female,Consumer,United States,Atlanta,Tennessee,15276.0,South,PRD-2717,Furniture,Tables,Side Table,783.84,3,0.2,-35.31
ORD-2022-008630,2022-03-07,2022-03-09,Standard Class,CUST-00122,Joseph Nair,22.0,Female,Home Office,United States,Detroit,Texas,44029.0,Central,PRD-2118,Office Supplies,Art,Color Pencil Box,44.04,3,0.2,5.2
ORD-2022-000960,2022-03-07,2022-03-09,Standard Class,CUST-01295,Priya Khan,52.0,Male,Corporate,United States,Chicago,Illinois,99901.0,Central,PRD-5623,Office Supplies,Labels,Label Maker Tape,19.08,2,0.0,5.08
